Liquidity_Locked_Pct,Owner_Can_Mint,Owner_Can_Pause,Ownership_Renounced,Contract_Verified,TopHolder_Pct,Number_of_Holders,Buy_Tax,Sell_Tax,LP_Burned,Token_Age_Days,Liquidity_USD,Daily_Volume_USD,Market_Cap_USD,RugPull
81,0,0,1,1,15,14060,23,13,1,158,1637939,334625,25696418,0
71,0,0,1,1,46,23928,29,13,0,665,4540253,64217,31309564,0
31,0,0,0,0,82,4761,7,26,1,341,1386057,1750854,4587158,1
32,0,0,1,1,82,13750,9,7,0,849,74825,990020,37764740,0
15,0,0,1,1,26,21145,26,20,1,996,1333319,869345,28355557,0
75,1,1,1,1,13,3787,21,8,1,423,2615194,439179,22386851,0
37,0,0,1,1,83,24410,22,2,1,34,3113702,573831,48088411,0
97,0,0,1,1,61,3759,2,21,1,489,3476196,2438952,29490808,0
13,0,0,1,1,87,12321,13,21,1,610,3960293,712339,35514283,0
35,0,0,1,1,35,19423,19,18,1,177,2595416,428586,43601318,0
96,1,0,0,1,22,20923,22,5,0,949,2272663,315845,38315457,1
22,1,1,1,0,16,2272,21,0,0,550,2209624,1097626,49285540,1
65,0,0,1,1,44,16757,2,20,0,562,3897163,1200925,23182035,0
84,1,1,1,1,49,18908,14,17,1,699,653976,704906,35127896,0
1,1,0,1,1,53,17218,9,7,1,502,2263755,1823441,47944009,0
90,1,0,1,1,5,22773,6,6,0,486,4338658,790969,1545444,0
72,0,0,1,1,11,17540,18,6,1,574,4872915,2755084,40704703,0
64,0,0,0,1,6,16991,9,9,1,666,3946459,1101717,9585256,0
74,0,1,1,1,90,10714,28,3,0,578,1269263,1156638,29206191,1
66,1,0,1,0,8,7255,13,29,1,866,4142745,716827,19728864,0
51,0,1,1,1,49,9473,7,17,0,102,3968748,2921291,32579277,0
61,0,0,0,1,50,3695,28,18,1,745,2178712,2731849,42334153,0
22,0,0,1,0,88,21850,22,30,1,510,271787,63244,4232125,0
25,0,1,1,1,71,2130,19,30,1,190,1244446,1140309,15168612,0
67,0,0,0,1,13,23367,0,9,0,612,2476237,1685914,37401682,0
81,1,0,1,0,86,13041,5,19,1,874,645510,381856,19722960,0
54,0,0,1,1,61,24087,14,18,1,820,1784453,1718027,42000613,0
5,1,1,1,1,20,16627,4,2,1,190,3620640,2001799,42877878,0
34,0,0,0,1,55,1310,13,28,1,738,3670576,2859504,42361155,0
21,0,0,0,1,56,18860,8,29,1,877,99588,1840657,14278470,0
42,0,0,0,1,13,18394,25,16,1,324,94725,2133466,48309614,0
14,0,0,0,1,87,8624,30,30,1,843,3841210,859844,36176002,1
85,0,0,1,1,10,18466,5,0,1,938,3964316,1100477,21922313,0
59,0,0,1,0,48,1461,0,23,1,141,341509,431717,9690586,0
100,0,0,1,1,83,21700,18,7,1,615,267255,584976,2589779,0
11,0,0,0,1,10,15500,14,16,1,932,2877865,1054273,37457652,0
48,0,0,1,1,9,4013,1,3,1,886,4159410,1385139,41180815,0
41,0,0,0,0,97,22649,18,1,0,453,2995588,2217708,35839010,1
37,0,0,1,1,50,4746,16,16,1,871,3769986,598898,13980421,0
81,0,0,0,1,31,12323,10,1,0,75,4358804,1037578,46515694,0
44,0,0,1,1,49,539,17,0,1,283,1777709,2052250,1493418,0
34,0,0,0,0,45,941,23,4,1,259,2153805,2926110,48103457,0
29,0,0,1,1,94,24207,13,30,1,379,3824294,807602,4653689,0
87,0,1,1,1,32,20180,18,25,1,429,3281981,835943,31509396,0
29,0,0,1,1,58,5045,8,30,1,638,2497232,1258483,39936614,0
77,0,0,1,1,36,9777,10,30,1,988,244555,670430,19825716,0
5,0,0,1,0,93,19495,10,27,1,291,2961955,1232467,27822137,1
66,0,0,0,0,57,14163,3,29,1,677,2144758,2196547,49626281,0
79,1,1,1,1,75,1475,17,5,1,910,2030768,2770041,14648922,0
6,0,1,1,1,34,3520,11,11,1,797,2800318,24868,25710307,0
51,0,0,1,1,57,6317,22,23,0,756,3520467,1074329,33819357,0
13,0,0,1,1,35,4440,8,9,1,869,1112686,2173885,6785398,0
72,0,0,0,1,16,10663,4,7,1,895,3879107,266854,40941881,0
14,0,0,0,0,13,599,0,13,1,574,2185286,2936387,14532404,0
20,0,1,0,1,71,5472,24,3,0,721,4452943,2082884,10378109,1
34,1,0,1,1,41,24346,8,18,0,398,2882598,1523621,33995435,0
65,1,0,1,0,32,18724,6,27,0,415,1635249,814905,29222477,1
90,0,0,1,1,90,14709,0,4,1,816,330961,430703,44145840,0
1,0,0,1,1,30,14599,19,23,1,500,4810976,2521893,11101059,0
34,0,0,0,1,87,16007,16,20,1,806,4175323,2172872,42765383,0
81,0,1,1,1,25,3479,2,25,1,695,2987036,1507435,3264049,0
77,0,0,1,1,14,180,22,6,1,504,812157,1572532,8078162,0
19,0,1,0,0,84,4308,0,19,1,5,1707342,2242959,48528743,1
81,0,0,1,1,28,22154,23,1,1,402,1392700,2806564,151467,0
9,0,0,1,0,29,4385,12,24,1,850,3591548,2673641,40930671,0
24,1,0,0,1,56,413,25,10,0,655,50497,1438940,2134422,0
65,0,0,1,1,94,3537,19,9,1,435,776785,83938,15272253,0
24,1,0,0,1,5,2075,19,17,1,68,3923301,413195,44193054,1
53,1,0,1,1,57,24063,27,1,1,742,4733349,122734,38759622,0
32,0,0,1,1,72,9347,11,13,1,437,2959899,2656677,18121240,0
35,0,0,1,0,82,18296,16,23,1,885,3503820,441566,10431560,0
94,0,0,1,1,28,9965,20,9,0,489,1217707,869493,607220,0
13,0,0,1,1,31,21084,7,5,0,265,1487843,2503724,42549763,0
64,0,0,1,1,31,21910,23,20,1,763,4081145,367273,2948917,0
79,0,0,1,1,92,4594,29,2,1,380,2309712,594053,38804765,0
53,0,0,1,0,69,14777,22,22,1,403,4621324,74863,47744737,1
51,0,0,1,0,43,6341,22,15,0,409,22066,1065336,3644728,0
2,0,0,1,1,81,21667,23,7,0,689,1431789,2594975,14534611,1
98,0,0,0,1,88,133,23,8,1,212,4232200,1220157,1025290,0
40,0,0,0,1,40,14226,14,10,1,590,2950012,2735469,21032594,0
5,0,0,1,1,80,23870,16,15,1,955,2069718,642675,20609029,0
24,0,0,1,1,73,8808,1,1,0,904,256667,218930,20650282,0
12,0,0,1,1,9,12419,9,23,1,457,2318713,317306,38358300,0
97,0,0,1,1,85,19315,23,30,0,277,739704,1425229,32726128,0
7,0,0,1,1,14,9296,0,4,1,98,1043056,2640376,5913171,0
20,1,0,1,0,20,18545,24,0,0,936,3405366,59552,29854514,1
97,0,0,1,1,92,19107,24,29,0,313,4707076,1374606,46517794,0
67,0,0,1,1,97,24317,12,25,1,246,1717355,493683,39685947,0
24,0,0,0,1,57,15740,11,22,1,59,1366207,292637,19985273,0
78,1,1,1,0,18,12970,14,29,1,361,595315,809070,47420,0
67,0,0,1,0,78,13482,9,14,0,205,2438821,484663,16827142,0
44,0,1,0,0,33,13186,1,6,0,922,3735723,878456,13536992,0
59,0,0,0,1,32,1725,27,15,0,682,4115949,2637276,776071,0
11,0,0,1,1,21,3469,21,25,1,888,1322260,735320,43647986,0
31,0,0,0,1,73,13375,30,11,1,109,1276598,215086,1705696,0
95,0,0,1,1,70,10701,14,18,0,187,1066040,1763588,21489248,0
91,1,0,1,0,40,6904,19,14,1,229,1569024,1030329,16545704,0
12,0,0,1,1,50,1899,9,26,1,158,2380882,2457148,46418552,0
30,0,1,0,1,49,21050,22,2,0,687,1270365,815364,35143255,0
77,0,0,1,1,13,18289,30,19,0,61,1174851,2636488,34859907,0
19,0,1,1,1,40,2937,1,20,1,212,3589537,1110619,42421629,0
17,1,0,1,0,9,19087,12,20,1,135,750470,1209029,34637448,0
92,0,0,1,1,83,15146,9,4,1,310,4923732,2096180,10491458,0
59,0,0,1,1,77,5262,16,14,0,748,1135632,455487,42010364,0
62,0,0,1,1,93,13276,15,21,1,20,4663707,2651779,38450914,0
5,1,0,1,1,54,20635,14,16,1,272,4671643,2062315,33631320,0
31,0,1,1,1,32,21644,24,15,1,514,3394021,538823,14113933,0
92,0,0,1,1,31,11627,11,15,1,906,4277003,1092662,19133089,0
42,0,0,0,1,51,18955,27,22,1,233,395161,1995163,3159877,0
1,0,0,1,0,37,13386,8,11,1,756,3330996,1099451,45697339,0
59,1,0,1,1,42,1836,11,3,1,611,2300667,525553,43978125,0
22,0,0,0,1,12,19900,24,28,0,171,3400239,2802243,1329362,0
82,0,0,1,0,8,21325,20,4,0,156,4274267,2329135,26114187,0
30,0,0,1,1,40,7212,11,23,0,266,4907655,2917570,38775914,0
4,0,0,1,1,35,12625,18,28,1,717,598637,2120002,27996209,0
82,0,0,1,1,78,18869,21,7,1,534,2369077,4231,36209183,0
33,1,0,1,1,53,11046,25,11,1,930,189577,1799235,45268550,0
9,0,0,1,0,45,12205,16,4,1,144,4023987,1761030,49199111,0
88,1,0,1,1,12,6487,15,10,1,72,1150218,1520259,6629311,0
1,0,0,1,1,34,5427,29,28,1,761,1457058,1279027,22885006,0
10,0,1,1,1,18,19578,9,18,1,980,2363090,1449291,12258349,0
49,0,1,0,1,49,4731,23,9,0,74,2165025,2859927,29782835,0
30,0,0,0,1,50,11792,9,23,1,567,471988,2811888,5873881,0
55,1,1,1,0,71,10646,19,17,0,448,2250498,943190,19788070,1
78,1,0,1,0,97,12831,1,11,0,861,3833744,1970350,8268908,1
72,0,0,1,1,20,20546,26,8,0,369,4908037,1700259,37135176,0
86,0,0,1,1,14,19638,19,21,1,882,4262280,1917152,24429820,0
82,0,1,0,1,72,17087,29,9,0,372,3025382,1764642,39602158,1
8,1,0,1,1,56,3083,0,19,1,949,1743645,1714758,9164983,0
98,1,1,1,1,54,22993,15,19,1,682,2692838,2657455,26207631,0
20,1,1,1,1,72,15170,9,18,1,414,3664775,27799,17258944,0
72,0,0,1,1,6,3550,14,26,1,828,726481,2638128,31747438,0
27,0,0,1,1,79,18013,25,20,1,636,4813252,4390,30882528,0
61,0,0,1,1,83,20308,28,5,0,728,3080715,700463,27638321,0
6,0,0,1,1,79,3883,23,9,1,770,4660157,572946,31348648,0
79,0,0,0,0,91,14901,14,18,1,802,531116,876037,22756967,1
15,0,0,1,1,98,16958,5,8,1,42,1773971,2705162,6461276,0
96,0,0,0,1,64,12231,16,29,0,789,3175122,1707671,49433761,1
3,1,0,0,1,54,8697,12,15,1,290,1600456,1871509,27867281,0
3,1,0,1,1,5,10087,0,7,0,288,1862931,1670311,23461469,0
39,0,0,1,1,41,15701,17,11,1,926,4020016,2310284,42144477,0
16,0,0,1,1,27,12110,22,21,0,320,47255,1174369,20491132,1
100,0,0,1,1,53,17034,1,4,1,846,314930,2022292,1337242,0
51,0,0,1,1,86,16556,2,10,1,787,2237162,2949290,15016600,0
92,1,1,1,1,78,4356,27,18,0,798,3690457,508306,12102995,1
51,1,0,1,1,68,7714,10,2,0,186,4449566,2193062,7176495,0
35,0,0,0,1,21,20818,24,23,0,425,1508939,1950353,24532107,0
37,0,1,0,0,75,10367,0,21,1,283,4474312,2237952,8372095,1
49,0,0,1,1,19,4474,24,25,1,272,3762337,102328,14387189,0
62,0,0,1,1,55,9340,5,30,1,537,2177440,2962193,2503436,0
100,0,0,0,1,31,20102,15,14,1,118,1194457,1961340,15662659,0
62,1,1,1,1,13,12492,14,29,1,89,65527,578918,36712959,0
61,0,1,1,0,68,23143,8,26,1,856,2992419,133049,23353215,0
98,0,0,1,1,67,16531,11,21,0,957,1538709,586597,23757549,0
6,0,0,0,1,89,9885,9,19,1,451,3059759,2422636,49459526,1
26,1,1,1,1,57,7116,26,2,1,344,506088,2844829,4755523,0
91,0,0,1,1,97,23636,23,30,1,523,2334172,1647094,17175408,0
85,0,0,1,0,46,15384,6,21,1,672,4455780,330424,4815470,0
13,0,0,0,1,74,15741,9,0,1,343,4576274,2851953,11742958,1
70,0,0,0,1,93,4261,6,10,1,332,1398847,126412,34842830,0
100,0,0,1,1,39,1068,5,12,0,505,1464772,1884023,28553616,0
85,0,0,0,1,21,4624,12,4,0,103,206964,463158,17328599,0
4,0,0,1,1,48,20671,10,6,1,981,3026081,2992717,37849926,0
54,1,0,1,1,95,8371,29,30,1,165,4558728,578014,3808744,0
1,0,0,0,0,47,10746,23,0,1,308,2341941,1406771,7973508,0
61,0,0,1,1,93,21807,24,12,0,162,270513,223397,14209279,0
90,1,0,1,1,80,22236,7,30,1,85,2355430,1305252,11796805,0
20,0,0,1,1,48,20297,24,9,1,218,4271543,1761771,31653353,0
78,0,1,0,1,42,7234,4,30,1,356,3591020,2780012,5307623,0
20,1,0,0,0,45,16005,2,27,1,241,309487,1154186,23574002,1
9,0,0,0,1,29,16075,3,19,1,434,2509223,523427,7277211,0
86,0,0,1,1,53,3061,3,17,0,507,487727,124126,42224092,0
57,0,0,0,1,64,3676,24,12,0,930,590150,2755405,41860959,1
38,0,0,1,1,6,2770,8,0,1,393,2290143,1634613,46395337,0
4,0,0,1,1,69,20229,0,16,0,978,3710204,1424370,7678700,1
64,1,0,0,1,7,1370,29,11,0,810,1401118,2587853,38871705,1
12,0,1,1,1,97,8624,14,22,1,295,1244991,1860531,45933961,1
84,0,0,1,0,18,20367,12,5,0,30,1874755,1119160,45204672,0
89,1,0,1,1,49,2839,30,6,1,387,935987,1231186,31824815,0
84,0,0,1,1,38,14819,4,0,1,626,3878527,2675708,14249471,0
52,0,0,1,1,90,155,17,30,1,120,1751956,537178,37956762,0
81,0,0,1,1,40,2383,4,9,0,380,751619,2336315,10753447,0
100,0,0,1,1,19,239,10,27,1,642,4931897,2642,1884507,0
44,0,0,1,1,41,10071,20,2,1,893,3788534,793587,29119519,0
31,0,0,0,1,14,5398,2,6,1,377,3181187,919316,19363930,0
35,1,0,1,1,13,21074,3,9,0,707,3745807,2349459,38625645,0
80,1,0,1,1,54,24443,6,9,1,591,311248,1649456,46901872,0
98,1,1,1,1,39,19059,25,8,1,489,2659635,24224,44241328,0
59,1,0,0,1,50,15081,28,5,1,963,3827589,1689049,38836820,0
10,0,0,1,1,85,19987,3,23,1,633,519024,2952059,26176459,0
62,0,0,1,1,51,12068,2,8,1,998,2878497,964886,29932593,0
20,1,1,0,1,22,2839,9,22,0,491,1930065,105604,40622623,1
51,0,1,1,1,29,19730,19,8,1,994,4116980,340975,48710594,0
54,1,0,0,1,39,24210,10,26,1,657,2905147,889689,4961916,0
25,0,1,1,1,84,17635,17,9,1,703,152826,1608706,18316672,0
67,0,0,1,1,55,5058,0,28,0,643,2486183,1563399,46965272,0
33,0,1,1,1,93,3305,20,3,0,583,4671642,1258534,1618671,1
51,1,0,1,1,59,9586,8,24,1,95,433401,75860,49159210,0
81,0,0,0,1,20,19756,24,15,1,778,3089339,852792,4320381,0
98,0,0,0,1,92,15523,16,24,0,115,3841170,330505,35293119,1
92,0,0,0,1,16,17782,11,1,0,867,3139429,2075729,10973869,0
51,0,0,0,1,63,24691,0,10,1,988,119206,1544465,21025549,0
28,1,0,0,1,77,22146,23,8,1,55,4985138,2747686,42550494,1
37,0,0,1,1,41,11852,22,2,1,759,2961186,844928,43181930,0
41,0,0,0,1,36,18215,6,26,0,660,4413874,2328470,44249765,0
20,0,0,1,1,61,8486,13,6,1,641,3995723,1792287,7470757,0
41,0,1,1,1,87,605,8,12,0,554,4729810,2293992,40869378,0
12,0,1,1,1,26,11085,11,26,1,781,4608634,1334374,5783079,0
63,0,1,0,1,49,12823,20,12,1,8,4576904,2278357,28594141,0
16,0,0,1,1,87,13174,7,27,1,280,4341583,2718755,4945973,0
8,1,0,0,1,16,9264,6,18,1,790,740030,1851282,5056672,1
40,0,0,1,1,86,11550,13,27,0,475,1305006,448107,6632646,0
0,0,0,0,1,9,6665,1,10,0,687,4641132,1133775,27919043,1
1,0,0,0,0,30,13504,1,28,0,545,3086807,980251,23043879,1
59,0,0,1,1,95,7887,28,4,1,828,1931358,2232368,1524476,0
47,0,1,0,1,24,22178,19,15,1,538,787426,1640921,21679298,0
28,0,0,1,1,65,13061,16,27,1,172,2143028,767159,7097118,0
96,0,1,1,0,12,6894,9,1,1,387,4978744,2288560,30608643,0
9,0,0,0,1,66,14818,20,9,1,60,2788495,1677673,17629611,1
57,0,0,1,1,58,12763,4,9,0,990,4495349,296109,32301597,0
59,0,0,1,1,84,22443,0,18,0,102,2033316,2835864,1520538,0
20,0,0,1,1,62,11362,4,25,1,650,1070770,63485,5339408,0
27,0,1,1,1,70,19999,3,19,0,902,1840871,55209,8651936,1
74,0,0,1,1,49,12599,11,25,1,273,4817557,164834,8116712,0
33,1,0,1,1,69,7297,13,27,0,187,1215473,2205053,30604881,0
7,0,0,0,1,9,17089,25,27,1,903,2160982,2597935,43451857,0
58,0,0,1,1,35,15063,10,5,1,398,3463189,2379928,34214671,0
85,0,0,1,1,27,19438,20,26,1,354,3305168,2514592,15295748,0
71,1,0,0,1,25,18340,3,21,0,632,4869445,1738763,37027292,0
48,0,0,0,1,16,14461,24,15,1,750,4426654,1252135,7257434,0
78,1,0,0,0,8,19116,8,12,1,966,4701977,769083,16488044,0
16,0,0,1,1,41,14745,2,18,1,929,2630355,2330171,43016538,0
59,1,0,1,1,79,9885,2,2,0,338,2036279,2778736,41808002,0
86,1,0,1,1,13,18200,2,8,1,454,4398690,2221862,47944956,0
87,1,0,1,1,30,24535,6,9,1,274,3477621,1674328,41312682,0
44,0,0,0,1,31,8311,0,15,1,350,2196229,2016016,24502459,0
82,0,0,1,1,97,10449,12,17,1,964,4852203,2202718,2132157,0
68,0,0,1,1,66,24519,3,3,1,921,3988238,753149,18186094,0
31,0,0,1,1,54,2649,24,20,1,238,3032701,911515,25214792,0
43,1,1,1,1,93,15108,11,23,1,195,1767166,2811530,16296730,0
64,0,0,1,0,86,13541,7,23,0,430,4878699,2867908,1917236,0
86,0,0,0,0,98,3893,18,21,1,453,3940397,2236792,24275671,1
100,0,0,1,1,76,20119,23,15,1,238,1854861,1912397,45920671,0
7,0,0,1,1,6,24658,5,17,0,883,3882968,2236751,27457892,0
76,0,0,1,1,90,21367,9,25,1,936,4337185,1252847,12138063,0
71,1,0,1,1,89,19158,12,30,0,442,4852424,304034,10355735,0
86,0,0,1,1,30,10684,29,28,1,773,3326913,2441298,29237298,0
42,0,0,1,0,97,3999,26,9,0,586,4921910,1608896,32985820,0
0,0,1,1,1,73,12007,2,0,1,557,2383100,1297629,11153308,0
50,0,0,0,1,50,601,27,22,0,742,2047846,2623829,45828116,0
23,0,1,1,1,82,12412,8,9,1,950,2213462,1250496,26173954,0
98,0,1,1,1,67,8226,9,16,0,596,4701854,891059,49543203,0
23,0,1,1,1,74,22714,12,26,1,576,4711227,950699,37816505,0
16,0,0,1,1,27,5408,15,18,0,362,3719511,512044,49264373,0
4,0,0,1,1,21,10542,22,15,1,717,2236463,252637,43740715,0
19,0,0,1,0,92,5349,7,24,1,123,2503726,850678,17356767,0
20,1,0,1,0,68,3909,25,5,1,180,4750504,2649249,11797615,0
57,1,0,1,1,33,9632,10,7,1,490,1648106,691584,24811034,0
30,1,0,1,1,56,9770,1,29,1,513,2864035,525759,45555409,0
99,0,1,1,1,98,6847,28,15,1,734,1321485,803717,29369043,0
10,1,0,1,1,28,14896,18,11,0,484,3461965,147892,37912266,1
51,1,0,0,1,39,23714,28,8,1,173,725705,1887847,21076444,0
14,1,0,1,1,51,9314,22,15,1,102,1607983,1408922,26108948,0
82,0,1,1,1,55,12400,1,6,1,968,4956250,2365637,38542230,0
6,0,0,0,1,6,18270,5,7,1,585,1311068,2811009,33478876,0
27,1,0,1,1,25,24064,15,19,1,489,541696,1192784,31591630,0
50,0,0,1,1,44,14020,15,4,0,958,3579651,717598,14668919,0
57,0,0,0,0,73,16552,6,28,0,46,4486622,1975715,30150249,1
4,1,0,1,0,39,743,10,22,1,417,4064704,366465,33906185,1
4,0,0,0,1,48,20848,26,8,1,933,4502756,2509634,7445143,0
93,0,1,1,1,39,2038,15,7,0,188,4804919,449934,6489571,0
95,0,0,1,1,87,23237,5,22,0,631,2878948,2575811,15298304,0
7,1,0,1,1,84,17158,4,19,1,305,843873,996251,36119058,1
63,0,0,1,1,29,15222,8,15,0,582,3503954,646453,18408341,0
9,0,1,1,1,84,201,2,10,1,145,3790668,273129,7588240,0
37,0,1,1,1,35,24829,20,0,1,246,2580311,2587478,40764386,0
95,1,0,1,1,85,7147,28,16,1,791,4716789,44390,36910711,0
91,0,1,1,1,89,17494,20,11,1,677,3187857,2287115,6069467,0
80,1,0,1,1,56,16224,7,4,1,66,3364056,1039281,40291025,0
94,1,0,0,1,39,20446,7,13,1,338,1910366,1187721,20628728,0
7,0,0,0,1,27,8982,16,6,0,486,3013272,1096803,35864264,1
24,0,0,0,1,53,17187,29,26,1,348,2425487,1052950,26591347,0
72,0,0,1,1,20,21492,5,27,1,526,3405110,1368574,41097667,0
65,0,0,1,1,62,10982,11,23,1,767,4440387,2333821,10574900,0
78,0,1,1,1,54,8292,5,6,1,214,3478244,2775857,4500236,0
49,1,0,1,1,82,6721,14,3,0,897,1932178,2733855,34495735,0
66,1,0,1,1,68,1651,10,14,1,619,950438,2338247,47539267,0
48,0,0,1,1,56,3368,9,26,1,810,2938062,2392996,46382360,0
35,0,0,1,1,44,3866,28,29,1,367,2364338,1417121,19294840,0
67,0,1,1,1,58,8637,1,6,1,937,2475330,1922978,20872636,0
77,0,0,1,1,89,1926,20,21,1,167,3683965,2089518,21764070,0
40,0,1,1,1,21,15261,28,23,0,172,1327413,1857949,30444681,0
88,1,0,1,1,8,16440,5,8,1,968,4167672,1659235,13517726,0
61,1,0,1,1,84,24576,18,0,0,219,2109726,69300,28263553,1
9,0,0,1,1,60,2364,16,1,0,330,2175776,2141857,28377401,0
20,1,0,0,1,34,16507,8,7,0,418,1739167,2100646,6439782,0
35,0,0,1,1,38,1091,1,30,1,950,2448270,887752,1673587,0
11,0,0,0,1,90,20533,3,6,0,174,2215273,2272128,6673408,1
90,0,0,1,1,48,11504,24,22,1,289,2060579,1869046,44682114,0
1,0,0,1,1,97,14100,8,2,1,752,4068485,2056654,2837620,0
12,1,0,1,1,73,23544,7,6,0,571,141572,87000,15649563,1
52,0,0,0,1,69,13333,29,19,1,165,142926,248260,16683331,1
31,0,0,1,1,57,24979,3,25,1,520,4803545,1509972,9749447,0
94,0,0,1,1,93,15062,0,15,0,926,3682619,2267978,30579809,0
15,0,0,1,1,74,1599,10,25,1,20,3065415,2935506,2681543,1
31,0,0,1,1,91,24107,10,1,0,705,498122,2546981,13741897,0
31,0,1,1,1,37,4865,6,0,1,631,4134780,1412716,9993156,0
97,0,1,1,1,82,9639,17,7,0,561,1010420,1745164,44902061,1
10,0,0,1,1,40,6040,7,4,1,455,3173748,381623,5474241,0
9,0,0,1,1,22,1535,29,9,0,255,3171525,2061230,44436459,0
14,0,0,0,1,55,13969,14,3,0,826,619693,1586612,32226971,0
16,0,0,1,1,61,12653,25,29,0,843,2930100,154778,14023895,1
39,0,1,1,1,48,22961,9,8,1,103,3122272,2212494,5244912,0
17,1,1,0,1,14,4605,13,13,1,958,4284345,716258,45691101,1
54,0,1,1,1,43,23839,26,28,1,135,1734457,2191339,21042256,0
72,0,0,1,1,60,5609,1,20,0,765,4509374,725144,6805840,0
24,0,1,1,1,53,20704,9,9,0,420,3389559,2048529,12813386,0
58,0,0,1,1,62,8945,18,17,1,724,555392,100844,12474474,0
77,0,0,1,1,80,10743,14,24,0,97,4647651,1384826,3961815,0
88,0,0,0,1,27,2175,21,25,0,751,3432593,248706,33666265,1
21,0,0,1,1,11,23098,19,22,0,571,104323,2190981,30673955,0
29,0,0,1,1,49,9856,1,8,1,930,4963588,1106251,41253707,0
83,1,0,0,1,93,11709,16,4,1,764,291613,2393478,27556724,1
84,0,0,0,1,59,21963,2,22,1,471,2632002,2306612,21426768,0
43,0,1,1,1,59,5788,3,7,0,760,4702781,1527416,15119725,0
31,0,0,0,1,81,12003,24,11,0,575,4283131,184151,43031364,1
50,1,0,1,1,42,20205,24,19,0,792,621282,2780838,39506793,0
45,0,0,0,1,23,19863,4,23,0,189,4018440,1747352,20653133,0
20,0,0,0,0,26,16656,11,22,1,393,1368750,1228166,21158945,0
98,0,1,1,0,15,14274,20,18,1,919,1410251,1778501,47275929,0
31,0,0,1,1,7,4441,22,13,0,622,2386387,243057,5566809,0
93,0,0,1,1,23,15220,23,10,1,48,2030960,2572211,28735445,0
38,1,1,1,1,95,20195,18,10,0,977,3972416,789671,13674899,1
11,0,1,1,1,11,9218,30,23,1,56,2129160,505993,27752759,0
46,0,0,0,1,95,14549,11,3,1,551,2387473,307737,20016665,0
17,0,0,1,1,38,17377,4,17,1,866,3518267,2041764,35087913,0
20,0,0,1,1,15,7681,22,30,1,390,4386304,1615469,18235896,0
12,0,0,0,1,9,17953,14,8,0,643,4127315,851799,4088042,0
20,0,0,1,1,75,2712,26,7,1,629,1690822,2618606,30173324,0
7,0,1,1,1,40,15201,17,3,1,998,1858612,2825922,5170671,0
45,0,0,1,1,9,10465,24,18,0,294,2319376,1095894,35458886,0
6,0,0,1,0,60,16291,18,18,0,766,2063159,2168839,42571820,1
22,0,0,1,1,9,5696,22,21,0,136,654521,1146524,45350852,0
95,0,0,0,1,31,23915,27,1,1,552,3357052,348455,17256130,0
74,0,1,1,1,97,4507,24,10,1,393,4012064,1337038,34618951,0
85,0,0,1,1,31,5812,24,2,1,847,3463912,1910152,27573140,0
21,0,0,1,0,36,23022,2,0,1,320,2296495,611701,38340820,0
88,0,0,1,0,93,24975,1,9,1,734,3437587,2451850,13582741,0
21,0,0,1,1,19,4278,10,20,0,177,1699544,2206727,31262371,0
91,1,1,1,1,58,15138,13,12,0,580,3424053,1203544,35207169,0
28,0,0,0,0,24,4058,20,2,0,477,3224631,2856075,27728469,1
12,0,0,1,0,92,516,4,26,1,890,4745978,2711658,4101803,1
81,1,0,1,1,38,6297,29,6,1,161,274598,127222,20654555,0
1,0,0,1,1,38,12224,12,24,1,646,2593739,2827656,10440624,0
28,0,0,0,1,50,256,7,4,1,285,478122,2868587,22475183,0
84,1,0,1,1,95,6694,5,1,1,531,3658857,104237,49429797,0
78,0,1,1,0,25,14665,11,17,0,741,2792908,2514367,28333467,0
51,0,0,1,1,43,7562,6,27,1,411,2672761,243683,35409605,0
26,0,0,1,1,44,14579,10,13,0,715,368757,839948,36478365,0
49,0,1,1,1,48,11811,7,19,0,746,2871209,1784974,37822816,0
94,0,0,0,1,40,12859,8,25,0,9,73343,2687071,29499695,0
78,0,1,0,1,59,19108,3,27,1,464,1213993,731061,16615666,0
22,1,1,1,1,93,23149,4,29,0,627,4147199,2212388,8856074,1
87,1,0,1,1,75,9644,3,29,0,658,3065436,1689241,17306443,0
43,1,0,1,1,54,2649,24,24,1,760,4265824,2727232,46943527,0
76,1,0,1,1,62,23078,11,26,1,397,2112879,1538394,38963794,0
21,1,0,1,0,78,4167,17,1,1,71,1202052,1302777,36246239,0
42,0,1,1,1,78,13392,28,4,0,593,2145762,449042,6482599,1
36,0,0,1,1,42,1928,30,12,1,969,1279237,2599952,7856223,0
60,0,0,1,1,28,22315,14,6,1,544,4845376,200507,15636313,0
96,1,1,1,1,78,953,7,9,0,794,1504217,212732,10737819,0
55,0,0,1,1,63,24702,10,27,0,874,4739010,1009527,10158757,0
2,0,0,1,1,49,18951,13,19,1,180,979583,2220673,35398911,0
62,0,0,1,0,30,23092,6,30,0,150,1872296,686102,22168440,0
18,0,0,1,1,98,998,30,6,0,412,3860782,1839402,34078774,1
22,0,0,1,1,95,7946,28,22,1,951,3310333,948827,48497908,0
28,0,1,0,1,87,6703,15,17,0,592,2233950,838374,45856354,1
29,0,0,1,1,69,24549,22,17,1,484,3886322,2020777,37916740,0
38,0,1,1,1,15,14682,7,1,1,473,3541362,2954419,553250,0
24,0,0,1,1,54,4289,28,24,1,796,4985938,2423728,390474,0
